card_name,oracle_tags
"Connecting the Dots","activated-ability|attack-trigger|card-advantage|discard-outlet|discardoutlet|sacrifice-self|synergy-attacker"
"Conqueror's Flail","activated-ability|prevent-cast|prevents-casting|silence|synergy-color-each"
"Conservator","activated-ability|card-names|damage-prevention|damage-prevention-you|naming-scheme|prevent-damage|single-english-word-name"
"Conservatory","activated-ability|card-advantage|card-names|cycle|cycle-dual-investigate-tapland|cycle-dual-land|cycle-land|draw|draw-card|dual-land|mana-dump|mana-sink|naming-scheme|pure-draw|repeatable-clues|repeatable-draw|repeatable-noncreature-tokens|repeatable-token-generator|single-english-word-name|tapland|utility-land"
"Consulate Dreadnought","activated-ability|animate|animate-self|becomes-creature|flavors-of-vanilla|french-vanilla|power-matters|tap-fuel-creature|type-change"
"Consulate Surveillance","activated-ability|counter-fuel|counter-fuel-any|counter-fuel-energy|counters-matter|damage-prevention|damage-prevention-you|energy-generator|prevent-damage"
"Consulate Turret","activated-ability|burn|burn-planeswalker|burn-player|counter-fuel|counter-fuel-any|counter-fuel-energy|counters-matter|energy-generator|pinger|planeswalker-removal|removal|removal-burn|removal-planeswalker|removal-planeswalker-burn|repeatable-crime|repeatable-removal|tim"
"Consumptive Goo","activated-ability|creature-removal|drain-strength|gains-pp-counters|inverted-effects|removal|removal-creature|removal-toughness|repeatable-crime|repeatable-removal|spot-removal"
"Contagion Clasp","activated-ability|alliteration|card-names|creature-removal|gives-mm-counters|naming-scheme|removal|removal-creature|removal-toughness|spot-removal"
"Contagion Engine","activated-ability|boardwipe|creature-removal|double-keyword|gives-mm-counters|mass-removal|removal|removal-creature|removal-toughness|repeated-keyword|sweeper|wipe"
"Contaminated Aquifer","activated-ability|cycle|cycle-dmu-dual-land|cycle-dual-land|cycle-land|dual-land|nonbasic-basic-land-type|tapland"
"Contested Cliffs","activated-ability|alliteration|burn|burn-creature|card-names|creature-removal|kindred|multiple-targets|naming-scheme|removal|removal-burn|removal-creature|removal-creature-burn|removal-creature-fight|removal-fight|repeatable-crime|repeatable-removal|tribal|tribal-beast|typal|typal-beast|typal-creature|utility-land"
"Contested War Zone","activated-ability|board-walking|control-changing-effects|defector|power-boost-to-all|synergy-attacker|utility-land"
"Contraption Cannon","activated-ability|alliteration|bombard-self|burn|burn-any|burn-battle|burn-creature|burn-planeswalker|burn-player|card-names|creature-removal|naming-scheme|non-acorn-silver-border|planeswalker-removal|potentially-black-border|removal|removal-battle-burn|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|sacrifice-self|synergy-contraption"
"Convergence of Dominion","activated-ability|cost-reducer|cost-reducer-activated-ability|mill|mill-self|self-mill|synergy-activated-ability|synergy-commander"
"Conversion Chamber","activated-ability|alliteration|card-names|counter-fuel|counter-fuel-any|counter-fuel-charge|counters-matter|graveyard-fuel|graveyard-fuel-artifact|graveyard-hate|hate|hate-artifact|hate-graveyard|naming-scheme|repeatable-creature-tokens|repeatable-crime|repeatable-token-generator|synergy-artifact|token-errata"
"Conviction","activated-ability|bounce-self|bounceable-aura|card-names|naming-scheme|single-english-word-name|sth-storyline-in-cards"
"Convulsing Licid","activated-ability|cycle|prevent-blocker|special-action|type-change"
"Cooped Up","activated-ability|arrest|creature-removal|pacifism|prevent-attack|prevent-attacker|prevent-blocker|removal|removal-creature|removal-exile|spot-removal"
"Copper Carapace","activated-ability|alliteration|card-names|naming-scheme"
"Copper Gnomes","activated-ability|cheat-into-play|cheat-mana|cost-ignorer|creature-type-erratum|free-casting|martyr|sacrifice-self|sneak|sneak-artifact|synergy-artifact|type-addition-from-none|type-errata|type-errata-addition"
"Copper-Leaf Angel","activated-ability|evasion|gains-pp-counters|land-sacrifice|sac-outlet|sacrifice-outlet|sacrifice-outlet-land"
"Copperline Gorge","activated-ability|conditional-tapland|cycle|cycle-dual-land|cycle-fastland|cycle-land|dual-land|etb-self-tapped-conditional"
"Copper Longlegs","activated-ability|martyr|sacrifice-self"
"Coral Atoll","activated-ability|adds-multiple-mana|bounce|bounceland|cycle|cycle-bounceland|cycle-karoo-land|cycle-land|karoo-land|rescue|rescue-land|synergy-island|tapland"
"Coral Colony","activated-ability|alliteration|card-names|drawback|mill|mill-any|mill-opponent|mill-self|naming-scheme|own-at-cost|self-mill|synergy-defender"
"Coral Helm","activated-ability|discard-outlet|discard-outlet-random|discardoutlet"
"Coralhelm Commander","activated-ability|alliteration|anthem|bear-with-set-mechanic|bear-with-sets-mechanic|card-names|evasion|kindred|leveller|lord|mana-dump|mana-sink|naming-scheme|power-boost-to-all|staple-with-sets-mechanic|tribal|tribal-merfolk|typal|typal-creature|typal-merfolk"
"Coralhelm Guide","activated-ability|evasion|gives-evasion|gives-unblockable|mana-dump|mana-sink|repeatable-crime|unique-type-line"
"Coral Reef","activated-ability|aesthetic-counter|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|deprecated-mechanics|deprecated-p-t-counter|free-sac-outlet|free-sacrifice-outlet|land-sacrifice|sac-outlet|sacrifice-outlet|sacrifice-outlet-land|synergy-blue|synergy-island|tap-fuel-creature|unique-counter"
"Coral Sword","activated-ability|auto-equip|combat-trick|etb-self-attach|gives-first-strike|quick-attach|quick-equip|snap-on"
"Coretapper","activated-ability|gives-charge-counter|martyr|sacrifice-self|synergy-artifact"
"Cori Mountain Monastery","activated-ability|alliteration|bottle-draw|card-advantage|card-names|cast-from-exile|cast-from-nonhand|conditional-tapland|cycle|cycle-land|cycle-mono-land|etb-self-tapped-conditional|gives-castable-from-exile|gives-castable-from-nonhand|impulse-draw|impulsive-draw|naming-scheme|red-effect|synergy-island|synergy-plains|utility-land"
"Cori-Steel Cutter","activated-ability|alliteration|auto-equip|card-names|cast-trigger|cast-trigger-you|etb-self-attach|flurry|gives-haste|gives-trample|naming-scheme|out-of-color-token|quick-attach|quick-equip|repeatable-creature-tokens|repeatable-token-generator|second-spell-matters|snap-on|synergy-noncreature"
"Corpse Blockade","activated-ability|drawback|free-sac-outlet|free-sacrifice-outlet|gains-deathtouch|own-at-cost|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature"
"Corpse Harvester","activated-ability|kindred|noncreature-tribal|noncreature-typal|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|tribal|tribal-zombie|tutor|tutor-creature|tutor-creature-zombie|tutor-hand|tutor-land|tutor-land-swamp|tutor-swamp|tutor-to|tutor-to-hand|tutor-zombie|typal|typal-creature|typal-zombie|zombie-lord"
"Corpse Hauler","activated-ability|card-advantage|martyr|recall|recursion|recursion-creature|regrowth|regrowth-creature|sacrifice-self"
"Corpse Traders","activated-ability|coercion|discard|duress|hand-disruption|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|thoughtseize"
"Corpseweft","activated-ability|graveyard-fuel|graveyard-fuel-creature|mana-dump|mana-sink|repeatable-creature-tokens|repeatable-token-generator|unique-token"
"Corrupted Crossroads","activated-ability|alliteration|card-names|life-payment|naming-scheme|painland|rainbow-land|restricted-mana|synergy-devoid"
"Corrupted Harvester","activated-ability|creature-type-erratum|regenerates-self|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|type-addition-phyrexian|type-errata|type-errata-addition"
"Corrupting Licid","activated-ability|cycle|gives-evasion|gives-fear|special-action|type-change"
"Corrupt Official","activated-ability|block-trigger|creature-type-erratum|discard|hand-disruption|hate|hate-blocker|random-discard|regenerates-self|type-addition-human|type-errata|type-errata-addition"
"Corsairs of Umbar","activated-ability|gives-evasion|gives-unblockable|goblin-synergy|kindred|mana-dump|mana-sink|saboteur|tribal|tribal-army|tribal-coupling|tribal-goblin|tribal-orc|tribal-pirate|typal|typal-army|typal-coupling|typal-creature|typal-goblin|typal-orc|typal-pirate"
"Cosima, God of the Voyage // The Omenkeel","activated-ability|animate|animate-self|becomes-creature|blink|blink-slow|card-advantage|cheaper-than-mv|control-changing-effects|curiosity-like|cycle|cycle-khm-r-god|draw|draw-card|exile-self|exiles-self|flicker|flicker-self|flicker-slow|gains-pp-counters|ingest|intervening-if-clause|landfall|lands-matter|mill|mill-exile|mill-opponent|nightveil-theft|pure-draw|repeatable-draw|saboteur|synergy-land|synergy-vehicle|tap-fuel-creature|theft|theft-land|trigger-from-exile|type-change|unique-counter"
"Country Roads","activated-ability|conditional-tapland|cycle|cycle-dft-roads|cycle-land|cycle-mono-land|etb-self-tapped-conditional|kindred|noncreature-tribal|noncreature-typal|sacrifice-self|staple-with-sets-mechanic|synergy-vehicle|tapland|tapland-with-set-mechanic|tapland-with-sets-mechanic|tribal|tribal-mount|typal|typal-creature|typal-mount|utility-land"
"Courier's Briefcase","activated-ability|burst-draw|card-advantage|draw|draw-card|egg|mana-egg|manarock-egg|offcolor-ability|out-of-color-token|pure-draw|sacrifice-self"
"Courier's Capsule","activated-ability|alliteration|card-advantage|card-names|cycle|cycle-esper-capsule|draw|draw-card|egg|naming-scheme|pure-draw|sacrifice-self"
"Courtly Provocateur","activated-ability|combat-manipulation|force-attacker|force-blocker|forces-attack"
"Cover of Winter","activated-ability|damage-prevention|damage-prevention-creature|damage-prevention-you|intervening-if-clause|mix-and-match|prevent-damage|upkeep-cost"
"Crab Umbra","activated-ability|mana-dump|mana-sink|protects-creature|protects-permanent|untap-creature|untapper|untapper-creature"
"Crackleburr","activated-ability|bounce|burn|burn-any|burn-battle|burn-creature|burn-planeswalker|burn-player|creature-removal|planeswalker-removal|removal|removal-battle-burn|removal-bounce|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|repeatable-crime|repeatable-removal|spot-removal|synergy-blue|synergy-red|tap-fuel-creature|untap-creature|untapper|untapper-creature"
"Crackling Club","activated-ability|alliteration|bombard-self|burn|burn-creature|card-names|creature-removal|naming-scheme|removal|removal-burn|removal-creature|removal-creature-burn|sacrifice-self|spot-removal"
"Crackling Perimeter","activated-ability|burn|burn-player|group-slug|lands-matter|pinger|synergy-gate|synergy-land|tap-fuel-land|tim"
"Crackling Triton","activated-ability|bombard-self|burn|burn-any|burn-battle|burn-creature|burn-planeswalker|burn-player|creature-removal|cycle|martyr|offcolor-ability|planeswalker-removal|removal|removal-battle-burn|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|sacrifice-self"
"Cradle of the Accursed","activated-ability|sacrifice-self|utility-land"
"Crafty Pathmage","activated-ability|creature-type-erratum|evasion|gives-evasion|gives-unblockable|repeatable-crime|tunneling|type-addition-human|type-errata|type-errata-addition"
"Cragcrown Pathway // Timbercrown Pathway","activated-ability|cycle|cycle-dual-land|cycle-land|cycle-pathway|dual-land"
"Cragflame","activated-ability|french-vanilla-equipment|named-token|unique-token"
"Crag Puca","activated-ability|cycle|cycle-shm-u-hybrid-3-drop|unique-mana-cost"
"Cranial Archive","activated-ability|cantrip|card-advantage|draw|draw-card|egg|exile-self|exiles-self|graveyard-hate|graveyard-to-library|hate|hate-graveyard|pure-draw|recursion|restock|restock-all|sacrifice-self|sweeper-graveyard"
"Cranial Plating","activated-ability|cycle|cycle-5dn-mm-attach-equipment|cycle-mm-attach-equipment|quick-attach|quick-equip|synergy-artifact"
"Cranial Ram","activated-ability|cycle|cycle-mh3-c-draft-signpost|cycle-mh3-draft-signpost|draft-signpost|living-weapon|quick-attach|quick-equip|synergy-artifact"
"Crashing Centaur","activated-ability|alliteration|card-names|cards-in-graveyard-matter|discard-outlet|discardoutlet|gains-shroud|gains-trample|naming-scheme|threshold"
"Crashing Drawbridge","activated-ability|drawback|gives-haste|own-at-cost"
"Crater Elemental","activated-ability|bombard-self|burn|burn-creature|burn-with-set-mechanic|burn-with-sets-mechanic|creature-removal|formidable|martyr|power-matters|removal|removal-burn|removal-creature|removal-creature-burn|sacrifice-self|shapechange|spot-removal|staple-with-sets-mechanic"
"Crawling Barrens","activated-ability|animate|animate-self|becomes-creature|creatureland|gains-pp-counters|man-land|mana-dump|mana-sink|manland|type-change|utility-land"
"Crazed Armodon","activated-ability|berserk|delayed-triggered-ability|gains-trample"
"Creakwood Ghoul","activated-ability|cycle|cycle-eve-monocolor-hybrid|graveyard-fuel|graveyard-hate|hate|hate-graveyard|life-gain|lifegain|mana-dump|mana-sink|offcolor-ability|repeatable-crime"
"Credit Voucher","activated-ability|card-advantage|draw|egg|sacrifice-self|wheel|wheel-one-sided|whirlpool"
"Creeperhulk","activated-ability|gives-trample|shapechange"
"Creeping Tar Pit","activated-ability|animate|animate-self|becomes-creature|color-change|color-change-self|creatureland|cycle|cycle-dual-creatureland|cycle-dual-land|cycle-land|dual-land|evasion|man-land|manland|tapland|type-change|unblockable|utility-land"
"Creeping Trailblazer","activated-ability|anthem|cycle|cycle-m20-draft-signpost|draft-signpost|kindred|lord|mana-dump|mana-sink|noncreature-tribal|noncreature-typal|power-boost-to-all|shade-pump|tribal|tribal-elemental|typal|typal-creature|typal-elemental"
"Crenellated Wall","activated-ability|combat-trick|drawback|own-at-cost"
"Creosote Heath","activated-ability|burn|burn-player|cycle|cycle-dual-land|cycle-land|cycle-otj-pingland|dual-land|staple-with-sets-mechanic|tapland|tapland-with-set-mechanic|tapland-with-sets-mechanic"
"Crimson Acolyte","activated-ability|color-hate|creature-type-erratum|evasion|gives-evasion|gives-protection|hate|hate-color|hate-red|protects-creature|protects-permanent|red-hate|type-addition-human|type-errata|type-errata-addition"
"Crimson Hellkite","activated-ability|burn|burn-creature|creature-removal|evasion|mana-dump|mana-sink|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-crime|repeatable-removal|spot-removal"
"Crimson Mage","activated-ability|cycle|cycle-m12-mage|gives-haste"
"Crimson Manticore","activated-ability|burn|burn-creature|creature-removal|evasion|hate|hate-attacker|hate-blocker|pinger|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-crime|repeatable-removal|spot-removal|tim"
"Crimson Muckwader","activated-ability|cycle|cycle-m13-sedge-creature|cycle-sedge-creature|offcolor-ability|regenerates-self|synergy-swamp"
"Cromat","activated-ability|creature-removal|creature-type-erratum|deprecated-card-types|deprecated-legend-type|evasion|gains-flying|hate|hate-blocker|jump|mana-dump|mana-sink|regenerates-self|removal|removal-creature|removal-destroy|repeatable-crime|repeatable-removal|shade-pump|spot-removal|synergy-blocker-self|tuck|tuck-self|type-errata"
"Crookclaw Elder","activated-ability|card-advantage|draw|draw-card|evasion|gives-evasion|gives-flying|kindred|noncreature-tribal|noncreature-typal|pure-draw|repeatable-draw|tap-fuel-creature|tribal|tribal-bird|tribal-coupling|tribal-wizard|typal|typal-bird|typal-coupling|typal-creature|typal-wizard"
"Crooked Scales","activated-ability|coin-flip|creature-removal|removal|removal-creature|removal-destroy|repeatable-removal|spot-removal"
"Crook of Condemnation","activated-ability|alliteration|card-names|exile-self|exiles-self|graveyard-hate|hate|hate-graveyard|naming-scheme|repeatable-crime|sweeper-graveyard"
"Crop Sigil","activated-ability|card-advantage|card-types-in-graveyard-matter|cards-in-graveyard-matter|mill|mill-self|multiple-targets|recall|recursion|recursion-creature|recursion-land|regrowth|regrowth-creature|regrowth-land|sacrifice-self|self-mill"
"Crosis's Catacombs","activated-ability|alliteration|bounce|card-names|cycle|cycle-land|cycle-pls-lair|cycle-shardland|namesake-spell|naming-scheme|rescue|rescue-land|triland"
"Crossbow Infantry","activated-ability|burn|burn-creature|creature-removal|creature-type-erratum|hate|hate-attacker|hate-blocker|pinger|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-crime|repeatable-removal|spot-removal|tim|type-addition-human|type-errata|type-errata-addition"
"Crossroads Candleguide","activated-ability|alliteration|card-names|graveyard-hate|hate|hate-graveyard|mana-filter|naming-scheme"
"Crossroads Consecrator","activated-ability|alliteration|card-names|human-tribal|kindred|naming-scheme|synergy-attacker|tribal|tribal-human|typal|typal-creature|typal-human"
"Crossroads Village","activated-ability|color-choose-land|staple-with-sets-mechanic|tapland|tapland-with-set-mechanic|tapland-with-sets-mechanic"
"Crovax, Ascendant Hero","activated-ability|anthem|black-hate|blue-hate|boardwipe|bounce-self|color-hate|colorless-hate|creature-removal|creature-type-erratum|cycle|cycle-alternate-reality-legend|cycle-plc-alternate-reality-legend|green-hate|hate|hate-black|hate-blue|hate-color|hate-colorless|hate-green|hate-red|inverted-effects|life-payment|lord|mass-removal|persecution-effect|power-boost-to-all|red-hate|removal|removal-creature|removal-toughness|repeatable-removal|sweeper|symmetrical|synergy-white|type-addition-noble|type-errata|type-errata-addition|type-errata-lord|wipe"
"Crovax the Cursed","activated-ability|alliteration|card-names|counts-as-a-type|creature-type-erratum|deprecated-card-types|deprecated-legend-type|evasion|gains-flying|gains-pp-counters|jump|naming-scheme|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|type-addition-noble|type-errata|type-errata-addition|upkeep-cost"
"Crowd Favorites","activated-ability|armoring|buttbreathing|creature-type-erratum|mana-dump|mana-sink|repeatable-crime|shielding|tap-creature|tapper|tapper-creature|type-addition-human|type-errata|type-errata-addition"
"Crown of Ascension","activated-ability|cycle|cycle-ons-aura-crown|gives-evasion|gives-flying|kindred|sacrifice-self|tribal|tribal-share|typal|typal-creature|typal-share"
"Crown of Awe","activated-ability|black-hate|color-hate|cycle|cycle-ons-aura-crown|double-keyword|gives-evasion|gives-protection|hate|hate-black|hate-color|hate-red|kindred|protects-creature|protects-permanent|red-hate|repeated-keyword|sacrifice-self|tribal|tribal-share|typal|typal-creature|typal-share"
"Crown of Convergence","activated-ability|alliteration|anthem|card-names|cycle|cycle-rav-guild-artifacts|lord|naming-scheme|power-boost-to-all|synergy-color-share"
"Crown of Doom","activated-ability|attack-trigger|control-changing-effects|donate|hate|hate-planeswalker|synergy-attacker|white-elephant"
"Crown of Empires","activated-ability|control-changing-effects|cycle|cycle-m12-artifact-of-empires|name-matters|repeatable-crime|tap-creature|tapper|tapper-creature|theft|theft-creature"
"Crown of Flames","activated-ability|bounce-self|bounceable-aura|cycle|cycle-inv-selfbounce-aura|firebreathing|mana-dump|mana-sink"
"Crown of Fury","activated-ability|combat-trick|cycle|cycle-ons-aura-crown|gives-first-strike|kindred|power-boost-to-all|sacrifice-self|tribal|tribal-share|typal|typal-creature|typal-share"
"Crown of Gondor","activated-ability|alliance|card-advantage|creature-count-matters|creaturefall|draw|draw-card|etb-other-creature|intervening-if-clause|monarch-matters|pure-draw|repeatable-draw|synergy-legendary"
"Crown of Suspicion","activated-ability|creature-removal|cycle|cycle-ons-aura-crown|flowstone|hate|hate-tribal-share|hate-typal|hate-typal-share|kindred|power-boost-to-all|removal|removal-creature|removal-toughness|sacrifice-self|spot-removal|tribal|tribal-hate|tribal-share|typal|typal-creature|typal-share"
"Crown of the Ages","activated-ability|hate|hate-aura|quick-attach|quick-enchant|synergy-aura"
"Crown of Vigor","activated-ability|cycle|cycle-ons-aura-crown|kindred|power-boost-to-all|sacrifice-self|tribal|tribal-share|typal|typal-creature|typal-share"
"Cruel Deceiver","activated-ability|creature-removal|cycle|cycle-chk-deceiver|deprecated-mechanics|old-damage-deathtouch|removal|removal-creature|repeatable-removal"
"Cruel Sadist","activated-ability|burn|burn-creature|counter-fuel|counter-fuel-any|counter-fuel-pp|counters-matter|creature-removal|gains-pp-counters|guest-designer|life-payment|pp-counters-matter|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-removal|spot-removal"
"Crumbling Necropolis","activated-ability|cycle|cycle-ala-shardland|cycle-land|cycle-shardland|tapland|triland"
"Crumbling Vestige","activated-ability|rainbow-land|tapland"
"Cryogen Relic","activated-ability|cantrip|card-advantage|draw|draw-card|egg|enters-and-leaves-trigger-self|freeze|freeze-creature|hate|hate-tapped|leaves-battlefield-trigger|leaves-trigger-self|pure-draw|sacrifice-self|stun|stun-creature"
"Cryptbreaker","activated-ability|card-advantage|discard-outlet|discardoutlet|draw|draw-card|kindred|life-payment|noncreature-tribal|noncreature-typal|pure-draw|repeatable-creature-tokens|repeatable-draw|repeatable-token-generator|tap-fuel-creature|tribal|tribal-zombie|typal|typal-creature|typal-zombie|zombie-lord"
"Cryptcaller Chariot","activated-ability|alliteration|animate|animate-self|becomes-creature|card-names|discard-matters|evasion|naming-scheme|power-matters|repeatable-creature-tokens|repeatable-token-generator|synergy-discard|tap-fuel-creature|type-change"
"Crypt Creeper","activated-ability|alliteration|card-names|graveyard-hate|hate|hate-graveyard|hate-set-mechanic|martyr|naming-scheme|sacrifice-self"
"Cryptic Caves","activated-ability|alliteration|card-advantage|card-names|draw|draw-card|lands-matter|naming-scheme|pure-draw|sacrifice-self|synergy-land|utility-land"
"Cryptic Coat","activated-ability|alliteration|auto-equip|bounce-self|card-names|equipless-equipment|etb-self-attach|face-down-face-up-effects|face-up-face-down-effects|fun-ruling|gives-evasion|gives-unblockable|living-weapon|mana-dump|mana-sink|naming-scheme|quick-attach|quick-equip|snap-on"
"Cryptic Cruiser","activated-ability|alliteration|card-names|cda|cda-color|characteristic-defining-ability|naming-scheme|processing|synergy-exile|tap-creature|tapper|tapper-creature|unexile"
"Cryptic Gateway","activated-ability|cheat-into-play|cheat-mana|cost-ignorer|free-casting|kindred|sneak|sneak-creature|tap-fuel-creature|tribal|tribal-share|typal|typal-creature|typal-share"
"Cryptic Spires","activated-ability|deck-requirement|dual-land|legacy|opening-card|start-of-game|tapland|unique-cr-reference"
"Crypt of the Eternals","activated-ability|gainland|life-gain|lifegain|mana-filter|triland"
"Crypt Rats","activated-ability|boardwipe|burn|burn-creature|burn-player|burn-player-each|creature-removal|group-slug|mana-dump|mana-sink|mass-removal|removal|removal-burn|removal-creature|removal-creature-burn|repeatable-removal|sweeper|symmetrical|wipe"
"Crypt Ripper","activated-ability|mana-dump|mana-sink|shade-pump"
"Cryptwailing","activated-ability|discard|graveyard-fuel|graveyard-fuel-creature|hand-disruption"
"Crystal Ball","activated-ability|library-manipulation|top-deck-manipulation"
"Crystal Chimes","activated-ability|alliteration|card-advantage|card-names|egg|naming-scheme|recall|recursion|recursion-enchantment|regrowth|regrowth-enchantment|sacrifice-self|usg-storyline-in-cards"
"Crystal Fragments // Summon: Alexander","activated-ability|damage-prevention|damage-prevention-creature|evasion|mixed-subtypes|prevent-damage|tap-creature|tapper|tapper-creature|unique-type-line"
"Crystal Grotto","activated-ability|library-manipulation|mana-filter|top-deck-manipulation|utility-land"
"Crystal Quarry","activated-ability|mana-filter|rainbow-land"
"Crystal Seer","activated-ability|bounce-self|library-manipulation|mana-dump|mana-sink|soothsaying|top-deck-manipulation"
"Crystal Shard","activated-ability|bounce|creature-removal|cycle|cycle-mrd-shard|cycle-shard|dilemma|removal|removal-bounce|removal-creature|repeatable-crime|repeatable-removal|rhystic|spot-removal"
"Crystal Slipper","activated-ability|cycle|cycle-eld-color-equipment|french-vanilla-equipment|gives-haste"
"Cudgel Troll","activated-ability|regenerates-self"
"Culling Dais","activated-ability|card-advantage|draw|draw-card|egg|pure-draw|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|sacrifice-self"
"Cult Guildmage","activated-ability|burn|burn-planeswalker|burn-player|cycle|cycle-grn-guildmage|discard|hand-disruption|mana-dump|mana-sink|pinger|planeswalker-removal|removal|removal-burn|removal-planeswalker|removal-planeswalker-burn|repeatable-crime|repeatable-removal|tim"
"Cultist's Staff","activated-ability|vanilla-equipment"
"Cunning Advisor","activated-ability|creature-type-erratum|discard|hand-disruption|type-addition-human|type-errata|type-errata-addition"
"Cunning Bandit // Azamuki, Treachery Incarnate","activated-ability|aesthetic-counter|cast-trigger|cast-trigger-you|control-changing-effects|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-bok-flip-creature|intervening-if-clause|kindred|noncreature-tribal|noncreature-typal|spirit-lord|staple-with-sets-mechanic|synergy-arcane|synergy-spirit|theft|theft-threaten|threaten|threaten-with-sets-mechanic|tribal|tribal-spirit|typal|typal-creature|typal-spirit"
"Cunning Sparkmage","activated-ability|burn|burn-any|burn-battle|burn-creature|burn-planeswalker|burn-player|creature-removal|pinger|planeswalker-removal|removal|removal-battle-burn|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|repeatable-crime|repeatable-removal|tim"
"Cuombajj Witches","activated-ability|burn|burn-any|burn-battle|burn-creature|burn-planeswalker|burn-player|creature-removal|creature-type-erratum|opponent-chooses|pinger|planeswalker-removal|removal|removal-battle-burn|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|repeatable-crime|repeatable-removal|tim|type-errata|type-errata-genericise|type-errata-specific|type-errata-specific-wizard"
"Curie, Emergent Intelligence","activated-ability|card-advantage|copy|copy-artifact|copy-creature|curiosity|curiosity-like|draw|draw-card|power-matters|power-matters-self|pure-draw|repeatable-draw|saboteur|synergy-artifact-creature"
"Cursecatcher","activated-ability|blue-effect|counter|counterspell|counterspell-instant|counterspell-sacrifice|counterspell-soft|counterspell-sorcery|martyr|sacrifice-self|soft-counter"
"Cursecloth Wrappings","activated-ability|anthem|color-change|copy|copy-creature|gives-embalm|graveyard-fuel|graveyard-fuel-creature|kindred|lord|power-boost-to-all|reanimate|reanimate-creature|recursion|recursion-creature|repeatable-creature-tokens|repeatable-token-generator|resurrect|tribal|tribal-zombie|typal|typal-creature|typal-zombie|type-change|zombie-lord|zombify"
"Cursed Recording","activated-ability|cast-trigger|cast-trigger-you|copy|copy-instant|copy-sorcery|delayed-triggered-ability|drawback|life-payment|own-at-cost"
"Cursed Ronin","activated-ability|block-trigger|bushido|hate|hate-blocker|mana-dump|mana-sink|shade-pump|synergy-blocker-self"
"Cursed Scroll","activated-ability|burn|burn-any|burn-battle|burn-creature|burn-planeswalker|burn-player|creature-removal|minigame|pinger|planeswalker-removal|removal|removal-battle-burn|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|repeatable-crime|repeatable-removal|tim"
"Cursed Windbreaker","activated-ability|auto-equip|etb-self-attach|gives-evasion|gives-flying|living-weapon|mill|mill-self|quick-attach|quick-equip|self-mill|snap-on|staple-with-sets-mechanic|wind-drake-with-set-mechanic|wind-drake-with-sets-mechanic"
"Cursed Wombat","activated-ability|counter-increaser|counters-matter|cycle|cycle-mh3-draft-signpost|cycle-mh3-u-draft-signpost|draft-signpost|gains-pp-counters|gives-1-1-counters|gives-pp-counters|pp-counters-matter|unique-type-line"
"Custodi Peacekeeper","activated-ability|cycle|cycle-cn2-common-draft|draft-matters|repeatable-crime|tap-creature|tapper|tapper-creature"
"Custodi Soulbinders","activated-ability|counter-fuel|counter-fuel-any|counter-fuel-pp|counters-matter|creature-count-matters|cycle|cycle-cns-1-1-counter-recycler|evasion|gains-pp-counters|pp-counters-matter|repeatable-creature-tokens|repeatable-token-generator|warlord"
"Cutthroat Centurion","activated-ability|alliteration|card-names|naming-scheme|sac-outlet|sacrifice-outlet|sacrifice-outlet-artifact|sacrifice-outlet-creature|synergy-artifact|unique-type-line"
"Cutthroat Contender","activated-ability|alliteration|card-names|life-payment|naming-scheme"
"Cybership","activated-ability|animate|animate-self|becomes-creature|control-changing-effects|evasion|face-down-face-up-effects|face-up-face-down-effects|ferocious|power-matters|saboteur|tap-fuel-creature|theft|type-change"
"Cycle of Life","activated-ability|bounce-self|delayed-triggered-ability|gives-1-1-counters|gives-pp-counters"
"Cyclopean Snare","activated-ability|bounce-self|repeatable-crime|tap-creature|tapper|tapper-creature"
"Cyclopean Titan","activated-ability|bounce-self|death-trigger|death-trigger-self|deathtrigger|exile-self|exiles-self|indefinite-effect|land-conversion|leaves-battlefield-trigger|non-acorn-silver-border|permanent-effect|permanent-p-t-boost|potentially-black-border|repeatable-crime|tap-creature|tapper|tapper-creature|type-change|untracked-indefinite-effect"
